Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code,Recently Sold For
359,2017,Buick,LaCrosse,luxury,107077,5988,Used,Dealership,19045,15831
360,2016,Honda,Accord,base,42856,13301,Used,Dealership,46094,13878
361,1997,Acura,Integra,N/A,71635,17838,Used,Dealership,45220,8258
362,1999,Chevrolet,Tahoe,N/A,87166,16898,Used,Individual Seller,99493,11532
363,2019,Subaru,Forester,sport,28501,23516,Certified,Dealership,67900,17906
364,2000,Lincoln,Navigator,N/A,120279,17021,Used,Individual Seller,57699,16566
365,2000,Mercedes,C-Class,N/A,46856,7974,Used,Individual Seller,94164,9146
366,2003,Acura,Integra,N/A,108246,12741,Used,Individual Seller,70751,23983
367,2007,Buick,LaCrosse,base,57037,12784,Used,Dealership,23374,6727
368,2021,Kia,Rio,luxury,26566,14946,Certified,Dealership,10647,23981
369,2006,Jeep,Wrangler,sport,105713,6580,Used,Dealership,27772,22445
370,2004,Subaru,Forester,N/A,91551,8869,Used,Individual Seller,20406,19120
371,2006,BMW,3 Series,sport,44085,18661,Used,Individual Seller,66838,34205
372,2012,Hyundai,Santa Fe,base,62708,19525,Used,Individual Seller,58321,7245
373,2016,Jeep,Wrangler,base,115040,5447,Used,Dealership,50140,28716
374,2003,Jeep,Grand Cherokee,N/A,50124,18025,Used,Individual Seller,37335,5081
375,2018,Mercedes,S-Class,sport,22822,20997,Certified,Dealership,64014,33951
376,2017,Buick,LaCrosse,sport,128340,10811,Used,Individual Seller,89428,15831
377,2004,Mercedes,GLA,N/A,132145,12708,Used,Individual Seller,74289,17422
378,2009,Volkswagen,Jetta,sport,66260,25764,Used,Dealership,81959,23275
379,2020,Lincoln,Navigator,base,34564,11293,Certified,Dealership,29710,11279
380,2021,Dodge,Durango,base,26887,12805,Certified,Dealership,92182,30605
381,2023,Chrysler,Town & Country,base,63,20050,New,Dealership,11011,28057
382,2012,Lexus,GS350,base,129794,7146,Used,Individual Seller,37129,17938
383,2017,BMW,X3,luxury,101071,11747,Used,Individual Seller,40779,6835
384,2012,Lincoln,Navigator,sport,65677,25888,Used,Individual Seller,78264,10010
385,2021,Jeep,Wrangler,luxury,11959,24547,Certified,Dealership,41212,20318
386,2015,Lexus,LS,sport,114811,11757,Used,Individual Seller,85569,17857
387,2013,Lincoln,Navigator,luxury,95812,6646,Used,Dealership,15215,12602
388,2013,Mercedes,C-Class,base,97520,18820,Used,Dealership,73499,16504
389,2002,Dodge,Grand Caravan,N/A,138546,15380,Used,Individual Seller,43694,14072
390,2014,Nissan,Maxima,sport,102264,17321,Used,Dealership,66613,27338
391,2011,Lexus,RX,sport,119639,11093,Used,Dealership,53814,11413
392,2023,Jeep,Wrangler,sport,78,46846,New,Dealership,12272,41277
393,1999,Chevrolet,Equinox,N/A,80304,7807,Used,Individual Seller,74024,21727
394,2019,Acura,Integra,base,20828,23386,Certified,Dealership,40758,22845
395,2006,Kia,Rio,sport,68529,15211,Used,Dealership,68644,26396
396,1999,Chrysler,300,N/A,37283,13351,Used,Dealership,47948,14712
397,2003,Honda,HR-V,N/A,23639,37950,Used,Dealership,71595,14406
398,2017,Mercedes,C-Class,base,129910,11044,Used,Individual Seller,20247,19343
399,1999,Kia,Forte,N/A,93885,11560,Used,Dealership,18750,9716
400,2008,BMW,X3,base,54816,22969,Used,Dealership,10035,11039
401,1995,Acura,Integra,N/A,31492,10913,Used,Individual Seller,53342,16674
402,2012,Subaru,WRX,base,120148,13722,Used,Dealership,75928,29394
403,2016,Ford,Mustang,base,122629,11043,Used,Individual Seller,36710,16413
404,2016,BMW,X5,luxury,53936,24563,Used,Individual Seller,39559,22412
405,2023,Jeep,Wrangler,base,95,35912,New,Dealership,54219,41277
406,2002,Lincoln,Navigator,N/A,138992,6328,Used,Dealership,19280,8126
407,2001,Lexus,GS350,N/A,76710,12293,Used,Individual Seller,94680,14068
408,2019,Dodge,Durango,sport,9815,16395,Certified,Dealership,75979,17450
409,1995,Subaru,Outback,N/A,43774,16125,Used,Dealership,80083,15191
410,2019,Chevrolet,Tahoe,base,5253,34306,Certified,Dealership,37076,14305
411,2016,Jeep,Grand Cherokee,sport,78660,10742,Used,Individual Seller,12641,12871
412,2011,Subaru,WRX,base,141835,6305,Used,Individual Seller,37493,19505
413,2016,Mercedes,GLE,base,44402,29103,Used,Dealership,41035,
414,2011,Ford,Fiesta,base,118554,10364,Used,Dealership,96086,
415,2008,Dodge,Ram 1500,luxury,36361,25919,Used,Individual Seller,96519,8087
416,2010,Volvo,S70,base,139219,16269,Used,Dealership,39719,15133
417,2001,Honda,HR-V,N/A,119815,5207,Used,Individual Seller,22150,29176
418,2016,Subaru,WRX,base,112899,11771,Used,Dealership,46950,5925
419,2010,Kia,Sportage,sport,125653,6815,Used,Dealership,66136,19648
420,2018,BMW,X3,base,10465,25023,Certified,Dealership,13954,27071
421,2007,Kia,K5,base,20291,20518,Used,Individual Seller,12458,27003
422,2023,Mercedes,E-Class,sport,53,28382,New,Dealership,42870,40964
423,2023,Hyundai,Elantra,luxury,38,21038,New,Dealership,12690,35866
424,2014,Kia,K5,base,41588,33549,Used,Dealership,70963,
425,1999,Volvo,XC90,N/A,54571,26614,Used,Individual Seller,23519,12170
426,2023,Subaru,WRX,base,39,26927,New,Dealership,91867,43117
427,2013,Volkswagen,Tiguan,sport,139583,14974,Used,Dealership,94495,18108
428,2022,Honda,HR-V,luxury,61,22473,New,Dealership,95197,41562
429,1996,Acura,Integra,N/A,95987,9103,Used,Dealership,29483,13820
430,2008,Chevrolet,Impala,sport,48196,8336,Used,Individual Seller,81069,6841
431,2006,GMC,Yukon,sport,16027,13124,Used,Dealership,39156,9203
432,2012,Chrysler,Town & Country,sport,85422,5586,Used,Dealership,67937,25179
433,2015,Mercedes,C-Class,base,109657,9614,Used,Individual Seller,22708,25431
434,2023,Chrysler,300,base,37,47668,New,Dealership,18615,47432
435,2020,Subaru,WRX,base,33283,18831,Certified,Dealership,85922,22015
436,2001,Lexus,ES,N/A,64962,10005,Used,Dealership,64306,21441
437,2023,Volvo,S70,base,14,44194,New,Dealership,13859,44602
438,2009,GMC,Yukon,base,38348,11677,Used,Dealership,36977,14927
439,2011,Lexus,ES,base,113346,17256,Used,Individual Seller,90613,6278
440,2021,Ford,Ranger,base,23178,24068,Certified,Dealership,37167,29768
441,2004,Ford,Escape,N/A,55577,21459,Used,Dealership,30277,14329
442,2021,Hyundai,Elantra,luxury,34926,22064,Certified,Dealership,86621,15036
443,2022,BMW,X5,base,49,31023,New,Dealership,33972,34863
444,2022,Volvo,S60,base,7,44535,New,Dealership,31443,49080
445,2021,Lincoln,Navigator,sport,22304,15507,Certified,Dealership,98410,17366
446,2018,Jeep,Grand Cherokee,sport,20070,22389,Certified,Dealership,70277,15885
447,2017,Kia,Sportage,base,114792,8901,Used,Individual Seller,55324,14687
448,2001,Audi,A4,N/A,124752,10666,Used,Individual Seller,62754,10084
449,2010,Buick,LaCrosse,base,98389,14298,Used,Dealership,64820,10264
450,2012,Jeep,Grand Cherokee,luxury,58960,24917,Used,Dealership,60529,9349
451,2012,Kia,Rio,base,51985,15115,Used,Dealership,20303,12592
452,2002,Volkswagen,Atlas,N/A,83611,13636,Used,Dealership,73413,10693
453,1999,BMW,3 Series,N/A,123279,12716,Used,Dealership,46234,14985
454,2011,Volkswagen,Tiguan,base,120759,9987,Used,Dealership,68263,9771
455,2015,Mazda,CX-50,luxury,88381,5405,Used,Dealership,77599,21258
456,2010,Mazda,3,base,69934,26940,Used,Individual Seller,56651,12970
457,2001,Volkswagen,Golf,N/A,138283,9706,Used,Dealership,78908,14832
458,2014,Jeep,Grand Cherokee,sport,47435,27068,Used,Individual Seller,28781,6080
459,2009,Dodge,Durango,sport,22995,22224,Used,Dealership,64834,17159
460,2016,Audi,A3,sport,62214,30491,Used,Dealership,92746,13519
461,2023,Volvo,S60,base,3,29386,New,Dealership,84227,24514
462,1999,Hyundai,Tucson,N/A,75151,15567,Used,Individual Seller,95799,9202
463,1997,Acura,Integra,N/A,37172,22304,Used,Individual Seller,56503,8258
464,2009,Honda,Civic,sport,140148,15261,Used,Individual Seller,82430,16315
465,2012,Mazda,CX-5,base,130735,12948,Used,Dealership,53668,6735
466,2015,GMC,Envoy,luxury,86948,6306,Used,Individual Seller,16077,5406
467,2017,Volvo,XC90,base,35870,18635,Used,Dealership,39140,23096
468,2014,Volvo,S70,luxury,134111,19111,Used,Dealership,51150,12249
469,1998,Chevrolet,Tahoe,N/A,35197,16818,Used,Dealership,58500,10897
470,2014,BMW,3 Series,base,49178,13410,Used,Dealership,52633,11061
471,2018,Chrysler,Town & Country,sport,9945,25331,Certified,Dealership,94671,20540
472,2000,Volkswagen,Jetta,N/A,84273,9795,Used,Dealership,65242,11635
473,2012,Hyundai,Sonata,sport,69149,23963,Used,Individual Seller,35675,6957
474,2004,Lexus,ES,N/A,82194,17373,Used,Dealership,29174,11961
475,2014,Acura,Integra,luxury,50625,10962,Used,Individual Seller,11506,12505
476,2002,Subaru,Outback,N/A,145555,13433,Used,Individual Seller,25274,6131
477,2004,Volkswagen,Atlas,N/A,78865,13558,Used,Individual Seller,69941,7174
478,2023,Jeep,Wrangler,sport,31,37146,New,Dealership,72217,41277
479,2016,Mercedes,GLA,luxury,40656,25293,Used,Dealership,18954,33835
480,2005,Chevrolet,Silverado,N/A,113142,6697,Used,Dealership,30010,17288
481,2015,Chrysler,Town & Country,base,113868,8473,Used,Dealership,51482,19538
482,2005,Audi,A3,N/A,113169,8815,Used,Individual Seller,11066,12815
483,2015,Honda,Pilot,sport,28380,19257,Used,Dealership,77912,19922
484,2010,Mazda,MX5,sport,63320,18028,Used,Dealership,26184,10560
485,2001,Hyundai,Tucson,N/A,34615,23036,Used,Individual Seller,11011,17542
486,2008,BMW,5 Series,base,96169,13845,Used,Dealership,97474,14256
487,2006,Buick,Regal,base,130814,17868,Used,Dealership,36360,19579
488,2003,Chevrolet,Silverado,N/A,86730,16938,Used,Individual Seller,43636,23006
489,2021,Chevrolet,Silverado,base,32629,24424,Certified,Dealership,50644,18059
490,1996,Volkswagen,Passat,N/A,139558,14198,Used,Individual Seller,74096,5178
491,1996,GMC,Envoy,N/A,139983,7250,Used,Individual Seller,42676,13975
492,1998,Subaru,WRX,N/A,113337,14550,Used,Dealership,59010,29506
493,2015,Acura,TL,sport,138788,8423,Used,Individual Seller,14589,13636
494,1997,Nissan,Rogue,N/A,55849,15358,Used,Individual Seller,75159,22131
495,1998,Dodge,Charger,N/A,140480,15812,Used,Dealership,63105,18857
496,2019,BMW,3 Series,base,12344,30764,Certified,Dealership,71195,21227
497,1997,Mazda,CX-90,N/A,72163,26366,Used,Dealership,87732,21976
498,2013,Ford,F-150,sport,54096,24195,Used,Individual Seller,66790,14830
499,2003,Mazda,3,N/A,126982,8422,Used,Individual Seller,27831,23779
500,2004,Mercedes,C-Class,N/A,46786,11621,Used,Individual Seller,21998,17725
501,2012,Acura,TL,sport,80942,17143,Used,Individual Seller,12063,13161
502,2011,Ford,F-150,sport,11588,31664,Used,Individual Seller,99096,11841
503,2019,Mercedes,GLA,sport,32394,13097,Certified,Dealership,57976,20238
504,2006,Subaru,Outback,base,134382,9420,Used,Dealership,86901,27536
505,2011,BMW,5 Series,base,143249,16461,Used,Dealership,90898,14297
506,2008,Nissan,Altima,sport,17238,31061,Used,Individual Seller,73641,10485
507,2015,Buick,Regal,sport,22752,16735,Used,Dealership,51783,23641
508,2002,Toyota,Tacoma,N/A,46061,25715,Used,Individual Seller,39341,27638
509,2010,Volkswagen,Golf,base,82806,15308,Used,Dealership,14572,22104
510,1996,Nissan,Frontier,N/A,39048,24167,Used,Individual Seller,91438,15425
511,2019,Mercedes,C-Class,base,13688,26573,Certified,Dealership,43766,23251
512,2012,Lincoln,Navigator,base,79708,15670,Used,Dealership,94125,10010
513,2015,Audi,A3,base,16437,10380,Used,Individual Seller,17477,20288
514,1995,Mercedes,S-Class,N/A,110407,12946,Used,Dealership,45819,6353
515,2001,Chrysler,Town & Country,N/A,66531,24416,Used,Individual Seller,29129,15164
516,2006,Hyundai,Elantra,base,100703,14481,Used,Individual Seller,46132,11122
517,1999,GMC,Sierra,N/A,111998,9142,Used,Dealership,66902,26876
518,1999,Buick,Regal,N/A,88199,14376,Used,Individual Seller,35277,9134
519,2012,Hyundai,Sonata,sport,124056,14368,Used,Individual Seller,62464,6957
520,2018,Nissan,Murano,base,14495,21948,Certified,Dealership,56123,23987
521,2008,Ford,Explorer,base,97644,6455,Used,Individual Seller,96129,5140
522,2004,Acura,Integra,N/A,149879,7339,Used,Dealership,77672,22804
523,2014,Mercedes,GLA,sport,87027,12415,Used,Individual Seller,56737,19223
524,2003,GMC,Envoy,N/A,77344,7964,Used,Individual Seller,27533,8611
525,2001,GMC,Envoy,N/A,138571,6348,Used,Dealership,26910,12517
526,2006,Dodge,Charger,sport,103876,12808,Used,Dealership,14302,26121
527,1998,Lincoln,Navigator,N/A,127354,18672,Used,Dealership,19510,34579
528,1998,Ford,Focus,N/A,76368,13152,Used,Dealership,11967,18149
529,2000,Subaru,Forester,N/A,25270,21249,Used,Dealership,26298,18480
530,1999,Subaru,Outback,N/A,13856,30172,Used,Individual Seller,59716,15760
531,2007,Ford,Explorer,sport,144273,13349,Used,Dealership,70409,16077
532,2000,BMW,5 Series,N/A,78222,19022,Used,Dealership,82507,19621
533,2007,Hyundai,Santa Fe,base,81133,15326,Used,Individual Seller,37269,31880
534,2017,Ford,Focus,sport,59093,15048,Used,Dealership,89568,7248
535,2021,Volvo,S60,sport,30496,16434,Certified,Dealership,95334,17830
536,2019,Hyundai,Tucson,sport,30235,20380,Certified,Dealership,90270,13819
537,2009,Volkswagen,Atlas,base,82536,7622,Used,Dealership,62921,8468
538,2013,Kia,Sorento,sport,35202,26964,Used,Individual Seller,37680,23441
539,2011,Lexus,LS,sport,141970,14406,Used,Dealership,21707,14138
540,2005,Volvo,S70,N/A,137313,9152,Used,Individual Seller,94758,21586
541,2008,BMW,3 Series,base,41193,10434,Used,Dealership,88767,17284
542,2007,Lincoln,Navigator,sport,115498,7460,Used,Individual Seller,78867,5806
543,2015,Lincoln,Navigator,luxury,94692,17396,Used,Dealership,53344,9353
544,1996,Audi,Q7,N/A,103508,10177,Used,Dealership,82562,11768
545,2020,Honda,Accord,sport,24387,17405,Certified,Dealership,80106,27928
546,2017,Volvo,S60,sport,75456,19147,Used,Dealership,83912,30365
547,2016,Mercedes,E-Class,base,98167,6342,Used,Dealership,14276,9010
548,2017,BMW,3 Series,sport,74315,28174,Used,Dealership,37681,17817
549,1995,Nissan,Frontier,N/A,83263,15649,Used,Dealership,95556,28986
550,2002,Volvo,S70,N/A,92878,10046,Used,Dealership,47363,14712
551,2009,Lincoln,Navigator,sport,18687,23358,Used,Dealership,95392,9617
552,2017,BMW,X3,base,40790,14138,Used,Dealership,29343,6835
553,2021,Buick,Regal,sport,13626,21224,Certified,Dealership,29094,13987
554,1997,Dodge,Ram 1500,N/A,109661,14309,Used,Individual Seller,10375,12731
555,2022,Jeep,Wrangler,base,74,39794,New,Dealership,82533,35867
556,1998,Ford,F-150,N/A,107378,13014,Used,Individual Seller,78593,24680
557,2004,Mercedes,GLA,N/A,101390,9628,Used,Individual Seller,73456,17422
558,2022,Chevrolet,Impala,sport,53,47333,New,Dealership,63884,42528
559,2000,Jeep,Wrangler,N/A,148356,16073,Used,Dealership,12453,22596
560,2007,Toyota,Avalon,luxury,114560,9370,Used,Individual Seller,65530,8109
561,2021,BMW,X3,base,34120,13808,Certified,Dealership,47799,24029
562,2013,Buick,LaCrosse,sport,91531,7936,Used,Individual Seller,18756,6003
563,2002,Volvo,S70,N/A,60839,18644,Used,Dealership,12324,14712
564,2012,Lexus,ES300,base,38969,10757,Used,Individual Seller,69285,7590
565,1996,Acura,Integra,N/A,133311,15260,Used,Dealership,92046,13820
566,1995,Mercedes,C-Class,N/A,127007,14772,Used,Dealership,23410,20834
567,1996,Chevrolet,Equinox,N/A,91384,14942,Used,Dealership,96042,7177
568,1996,Volvo,XC90,N/A,105494,5167,Used,Individual Seller,20130,13027
569,1998,Dodge,Charger,N/A,74005,11516,Used,Dealership,13339,18857
570,2012,Volkswagen,Atlas,luxury,85811,12624,Used,Individual Seller,13743,7628
571,2022,Kia,Sportage,luxury,2,25065,New,Dealership,43435,31032
572,2019,Mazda,CX-50,luxury,33322,16462,Certified,Dealership,86438,24479
573,2014,Volkswagen,Jetta,base,41393,31343,Used,Dealership,66295,7780
574,2000,Audi,A6,N/A,32493,10322,Used,Individual Seller,91128,9169
575,2011,Nissan,Murano,base,47143,26909,Used,Individual Seller,45848,8185
576,2000,Honda,Civic,N/A,92266,17175,Used,Dealership,55772,8187
577,1999,Hyundai,Elantra,N/A,47921,19578,Used,Dealership,22984,21843
578,1999,Acura,Integra,N/A,102591,11481,Used,Dealership,93148,14493
579,2000,Honda,Accord,N/A,31188,13478,Used,Dealership,66629,13659
580,2008,Mazda,CX-50,base,50775,29023,Used,Dealership,28290,10322
581,2022,Dodge,Ram 1500,luxury,93,32940,New,Dealership,44716,24074
582,1997,Hyundai,Elantra,N/A,130023,10635,Used,Dealership,32692,18089
583,2007,Audi,A4,luxury,130335,9178,Used,Individual Seller,35470,6659
584,1996,Lexus,LS,N/A,128364,5085,Used,Individual Seller,98072,22468
585,1995,Acura,Integra,N/A,75371,6534,Used,Individual Seller,32018,16674
586,2010,Mercedes,S-Class,luxury,134873,12985,Used,Dealership,72164,17148
587,2009,Dodge,Ram 1500,luxury,141235,7168,Used,Dealership,25751,6795
588,2014,GMC,Envoy,luxury,119997,13666,Used,Dealership,71092,18939
589,2000,BMW,X5,N/A,50065,20076,Used,Individual Seller,81459,17372
590,2017,Honda,Pilot,base,115411,11909,Used,Individual Seller,95215,14902
591,2007,Lincoln,Navigator,base,29234,25336,Used,Individual Seller,11690,5806
592,2007,Nissan,Frontier,sport,52702,18218,Used,Dealership,39337,25858
593,2020,Acura,TL,base,18428,28767,Certified,Dealership,43446,13126
594,2017,Volvo,S70,base,30843,20001,Used,Dealership,97875,17572
595,2013,Toyota,RAV4,sport,25372,28690,Used,Individual Seller,32112,6857
596,2018,Audi,A4,base,16190,26913,Certified,Dealership,93825,14936
597,2013,Audi,Q5,base,134308,15079,Used,Individual Seller,65287,26150
598,2007,Honda,HR-V,sport,27488,27442,Used,Individual Seller,71448,16415
599,2016,Volkswagen,Atlas,sport,126941,14572,Used,Individual Seller,39806,26914
600,2023,Dodge,Grand Caravan,base,99,34189,New,Dealership,59212,45341
601,2021,Chevrolet,Equinox,base,34814,23819,Certified,Dealership,66379,17161
602,2009,BMW,3 Series,sport,147733,18767,Used,Dealership,84778,9120
603,1998,Chrysler,Town & Country,N/A,134709,9086,Used,Dealership,53781,14433
604,2013,Honda,Civic,sport,141972,16219,Used,Dealership,92300,33954
605,1998,Volvo,S60,N/A,75870,7798,Used,Dealership,29310,8024
606,1995,Buick,LaCrosse,N/A,46059,24123,Used,Dealership,37398,12369
607,2022,Hyundai,Elantra,base,100,36434,New,Dealership,60761,20211
608,2018,Subaru,Forester,luxury,15030,17228,Certified,Dealership,62627,14996
609,2007,Volvo,XC90,sport,41625,33649,Used,Dealership,77746,21821
610,2003,Dodge,Ram 1500,N/A,56168,13748,Used,Dealership,64453,
611,2015,Mazda,CX-90,sport,113974,16438,Used,Dealership,44100,22771
612,2019,BMW,5 Series,luxury,32190,19249,Certified,Dealership,26178,11795
613,2004,Chevrolet,Tahoe,N/A,120440,9972,Used,Dealership,26386,10831
614,2014,BMW,3 Series,base,39309,13686,Used,Dealership,55772,11061
615,2009,Hyundai,Elantra,sport,96646,19661,Used,Dealership,97031,21561
616,1997,Lexus,GS350,N/A,30674,19909,Used,Dealership,86412,10554
617,2007,Subaru,Outback,base,12200,13149,Used,Dealership,23700,30693
618,2003,Honda,CR-V,N/A,34046,18030,Used,Individual Seller,14966,29870
619,2018,Dodge,Charger,luxury,29022,19875,Certified,Dealership,92482,10283
620,2000,Honda,CR-V,N/A,130199,13763,Used,Dealership,15487,24177
621,2022,Volvo,S60,sport,26,32927,New,Dealership,64818,49080
622,2020,Kia,K5,sport,27245,10329,Certified,Dealership,59781,30812
623,2008,Lexus,GS,sport,41792,13943,Used,Individual Seller,42005,16761
624,2002,Subaru,WRX,N/A,30103,27023,Used,Dealership,41444,19145
625,1998,BMW,X3,N/A,90384,5874,Used,Individual Seller,10455,24449
626,2017,Audi,A4,sport,134435,15402,Used,Dealership,14584,14182
627,2003,Chrysler,Town & Country,N/A,68596,14532,Used,Dealership,61422,26781
628,2023,GMC,Sierra,sport,18,47966,New,Dealership,95760,48169
629,2016,Mercedes,S-Class,luxury,126747,17461,Used,Individual Seller,62839,12227
630,1998,Ford,Focus,N/A,33819,27929,Used,Dealership,59722,18149
631,2017,Honda,Civic,base,144348,13574,Used,Dealership,96231,6955
632,2018,Volvo,XC90,base,31626,17279,Certified,Dealership,78487,33190
633,2013,Jeep,Wrangler,sport,140002,10910,Used,Dealership,90929,16655
634,1999,Buick,LaCrosse,N/A,120609,9951,Used,Dealership,93240,22447
635,1995,Volkswagen,Golf,N/A,32893,29343,Used,Dealership,69867,6481
636,2004,Lexus,ES,N/A,16090,17399,Used,Individual Seller,97230,11961
637,2012,Volkswagen,Jetta,sport,49327,7521,Used,Individual Seller,62072,22919
638,2015,Toyota,RAV4,luxury,137459,11087,Used,Individual Seller,32576,6934
639,1999,Lexus,LS,N/A,120696,6475,Used,Dealership,79619,9934
