Vehicle_ID,Year,Make,Model,Trim,Miles,Sold For,Status,Sold By,Zip Code Sold
390,2009,Hyundai,Elantra,sport,22247,30517,Used,Individual Seller,25889
391,1995,Ford,Ranger,N/A,19002,27431,Used,Dealership,71353
392,2022,Buick,LaCrosse,base,32,49103,New,Dealership,31367
393,2009,Acura,TL,sport,128765,6476,Used,Individual Seller,65528
394,1995,Nissan,Maxima,N/A,22820,34487,Used,Individual Seller,57027
395,2004,Buick,Regal,N/A,94100,9281,Used,Individual Seller,46975
396,2020,Lexus,GS,base,20124,11526,Certified,Dealership,24639
397,2005,Hyundai,Sonata,N/A,79929,12364,Used,Individual Seller,88174
398,2015,Acura,TL,base,24047,12687,Used,Dealership,95694
399,1997,Acura,Integra,N/A,86137,14219,Used,Dealership,13419
400,2002,Toyota,Camry,N/A,67197,32730,Used,Dealership,51012
401,2004,Hyundai,Santa Fe,N/A,73262,15929,Used,Dealership,77011
402,2011,Subaru,Outback,base,32846,24994,Used,Individual Seller,54704
403,2007,Nissan,Pathfinder,sport,143200,5815,Used,Dealership,45612
404,2023,Hyundai,Elantra,base,47,29362,New,Dealership,14789
405,2017,Subaru,Outback,sport,77556,10941,Used,Individual Seller,41666
406,2009,Hyundai,Sonata,sport,103802,5572,Used,Individual Seller,70336
407,1997,Audi,Q5,N/A,97641,12519,Used,Dealership,54999
408,2013,Honda,HR-V,sport,64366,24948,Used,Individual Seller,72724
409,2020,Lexus,ES,base,31989,22964,Certified,Dealership,34306
410,2019,Lincoln,Navigator,sport,8501,29237,Certified,Dealership,74278
411,2020,Ford,Escape,base,9786,20335,Certified,Dealership,27971
412,2020,Mazda,CX-5,sport,14391,34401,Certified,Dealership,72048
413,2011,Dodge,Charger,base,20448,16001,Used,Individual Seller,20506
414,2015,Ford,Taurus,base,95420,10370,Used,Dealership,73863
415,2004,Honda,Accord,N/A,92208,7890,Used,Dealership,38406
416,1996,Kia,K5,N/A,98039,16110,Used,Individual Seller,34369
417,2003,Mercedes,GLE,N/A,82687,9051,Used,Individual Seller,24304
418,2005,Volkswagen,Passat,N/A,53306,17355,Used,Individual Seller,82970
419,2022,Chrysler,Town & Country,base,46,49094,New,Dealership,15633
420,2011,Dodge,Durango,base,104072,18768,Used,Dealership,99185
421,2003,Volvo,S60,N/A,109890,13369,Used,Dealership,65203
422,2006,GMC,Yukon,base,49158,20520,Used,Individual Seller,63521
423,2003,Chevrolet,Malibu,N/A,128429,16805,Used,Individual Seller,94513
424,2009,BMW,3 Series,base,87720,18693,Used,Dealership,91340
425,2001,Mazda,CX-50,N/A,106049,8924,Used,Individual Seller,51354
426,2003,Chevrolet,Tahoe,N/A,82811,10615,Used,Dealership,28243
427,2008,Nissan,Rogue,luxury,102209,16400,Used,Dealership,21527
428,2004,Lexus,GS350,N/A,148938,14969,Used,Individual Seller,28362
429,2004,Subaru,WRX,N/A,117304,14780,Used,Dealership,51598
430,2003,Dodge,Durango,N/A,102447,15295,Used,Dealership,36149
431,1999,Ford,Mustang,N/A,106220,9033,Used,Individual Seller,35990
432,2007,Chevrolet,Impala,sport,16912,33490,Used,Individual Seller,53562
433,2016,GMC,Yukon,luxury,42851,8777,Used,Individual Seller,83168
434,1997,Volkswagen,Jetta,N/A,85388,8913,Used,Dealership,92309
435,2002,Mercedes,S-Class,N/A,51218,19424,Used,Dealership,26461
436,2005,Nissan,Frontier,N/A,100934,8567,Used,Individual Seller,71252
437,2021,Jeep,Wrangler,base,29503,16643,Certified,Dealership,29426
438,2000,Audi,A4,N/A,140321,14134,Used,Dealership,16372
439,2018,Hyundai,Elantra,sport,19544,19718,Certified,Dealership,81225
440,2011,Buick,LaCrosse,base,10737,26469,Used,Dealership,85268
441,2004,Dodge,Ram 1500,N/A,128247,11520,Used,Individual Seller,52338
442,2007,GMC,Yukon,base,46861,14743,Used,Dealership,52929
443,1997,Lincoln,Navigator,N/A,99535,5784,Used,Dealership,21030
444,2013,Acura,TL,base,106140,6277,Used,Individual Seller,32330
445,2014,Jeep,Grand Cherokee,base,49296,18431,Used,Dealership,40727
446,2021,Jeep,Grand Cherokee,base,22963,20141,Certified,Dealership,20652
447,2003,Chevrolet,Tahoe,N/A,53659,22685,Used,Dealership,16970
448,2009,Volkswagen,Golf,sport,130374,5152,Used,Individual Seller,40379
449,2022,Lexus,GS350,luxury,93,43633,New,Dealership,78411
450,1998,Dodge,Grand Caravan,N/A,52976,16713,Used,Individual Seller,74454
451,2014,Mazda,3,base,65340,16734,Used,Individual Seller,39271
452,2021,Acura,Integra,base,29315,17429,Certified,Dealership,99992
453,2019,Mazda,MX5,luxury,25171,13218,Certified,Dealership,74654
454,1995,Lincoln,Navigator,N/A,146224,18983,Used,Dealership,51206
455,2017,GMC,Yukon,base,21202,36554,Used,Dealership,20661
456,2006,Audi,A6,sport,94753,8012,Used,Individual Seller,58014
457,2015,Subaru,WRX,luxury,117096,7031,Used,Dealership,85988
458,2001,Buick,Regal,N/A,145551,16844,Used,Individual Seller,42881
459,2021,Mercedes,GLA,sport,15721,16557,Certified,Dealership,38051
460,2011,Honda,CR-V,base,100232,13851,Used,Individual Seller,11701
461,2004,Mercedes,S-Class,N/A,65341,33616,Used,Dealership,50279
462,2020,Mercedes,C-Class,base,10958,19706,Certified,Dealership,80652
463,2017,Chrysler,300,luxury,142826,11574,Used,Dealership,44842
464,2012,Lexus,GS,base,138333,12931,Used,Dealership,22897
465,2020,Mazda,MX5,luxury,28630,13128,Certified,Dealership,43527
466,2021,Acura,TL,base,13568,27323,Certified,Dealership,12817
467,2000,Kia,Sorento,N/A,80507,15291,Used,Individual Seller,90406
468,1996,Nissan,Maxima,N/A,111991,14622,Used,Individual Seller,35297
469,2014,Acura,Integra,sport,125463,16334,Used,Individual Seller,15932
470,2009,Buick,Regal,base,112359,16962,Used,Dealership,97927
471,2008,Ford,F-150,base,89707,9822,Used,Dealership,22774
472,2013,GMC,Yukon,base,132076,8295,Used,Individual Seller,82707
473,2012,Ford,F-150,sport,103126,11166,Used,Individual Seller,99225
474,2002,Toyota,Prius,N/A,49477,14176,Used,Individual Seller,67298
475,2000,Honda,Accord,N/A,69129,25756,Used,Individual Seller,29898
476,2015,Mazda,3,base,84934,17061,Used,Individual Seller,84453
477,2020,Volkswagen,Atlas,sport,6690,31170,Certified,Dealership,73244
478,2022,GMC,Envoy,sport,33,47726,New,Dealership,55767
479,1999,Mercedes,GLE,N/A,57266,11308,Used,Individual Seller,53676
480,2021,Chrysler,300,sport,23934,14347,Certified,Dealership,44254
481,1999,Chevrolet,Equinox,N/A,116516,11090,Used,Individual Seller,28729
482,2021,Lincoln,Navigator,sport,21380,15971,Certified,Dealership,95820
483,1997,Volkswagen,Golf,N/A,134547,18056,Used,Dealership,99474
484,2008,Dodge,Grand Caravan,luxury,20986,19269,Used,Dealership,25716
485,2005,Lincoln,Navigator,N/A,131357,12139,Used,Individual Seller,34837
486,2008,Audi,A6,base,111097,18705,Used,Dealership,44208
487,2020,Acura,Integra,sport,14914,21731,Certified,Dealership,33163
488,2015,Dodge,Grand Caravan,base,38185,15532,Used,Individual Seller,74527
489,2006,GMC,Yukon,base,65013,25418,Used,Dealership,88284
490,2013,Honda,HR-V,luxury,43218,34727,Used,Dealership,71560
491,2020,Toyota,Corolla,luxury,31875,18071,Certified,Dealership,29219
492,2006,Chevrolet,Silverado,base,116140,14026,Used,Individual Seller,12921
493,2002,Audi,A4,N/A,111873,17718,Used,Dealership,32246
494,2004,GMC,Envoy,N/A,53140,28137,Used,Dealership,26837
495,2007,Volkswagen,Golf,base,20306,9728,Used,Individual Seller,38137
496,2004,Ford,Mustang,N/A,28295,39316,Used,Dealership,17845
497,2013,Honda,Pilot,luxury,119188,11540,Used,Dealership,59224
498,2009,Buick,Regal,base,102904,6629,Used,Individual Seller,79319
499,2017,Chevrolet,Malibu,base,103159,8674,Used,Individual Seller,14636
500,2006,Chevrolet,Equinox,base,20150,16910,Used,Dealership,95677
501,2023,Lincoln,Navigator,sport,63,49765,New,Dealership,42624
502,2019,Chevrolet,Suburban,base,32512,18808,Certified,Dealership,25726
503,1996,Audi,A3,N/A,138639,15640,Used,Individual Seller,48015
504,2016,Ford,F-150,base,149311,14957,Used,Individual Seller,22905
505,2014,Lexus,RX,sport,146382,6846,Used,Dealership,73844
506,2004,GMC,Yukon,N/A,52008,21639,Used,Individual Seller,86380
507,2021,Acura,TL,base,26734,11136,Certified,Dealership,48571
508,2002,Acura,TL,N/A,109449,8491,Used,Dealership,24459
509,1999,Ford,Explorer,N/A,63328,9670,Used,Individual Seller,42161
510,2023,Acura,TL,base,45,25880,New,Dealership,60253
511,2022,Buick,Regal,base,53,37467,New,Dealership,13576
512,2006,Buick,LaCrosse,sport,69983,21563,Used,Individual Seller,16162
513,2001,Toyota,Corolla,N/A,45483,13533,Used,Individual Seller,67631
514,2015,Chrysler,300,sport,104886,15713,Used,Individual Seller,35784
515,2006,Volvo,S60,sport,19082,32450,Used,Individual Seller,71117
516,2002,Toyota,Prius,N/A,81224,6490,Used,Dealership,48033
517,2016,Acura,TL,base,129407,19238,Used,Dealership,87555
518,2008,Subaru,Forester,sport,86620,16045,Used,Dealership,15287
519,2009,Honda,HR-V,sport,10900,14636,Used,Dealership,95086
520,2011,Buick,Regal,base,38687,19122,Used,Dealership,16448
521,2001,Acura,TL,N/A,60182,15417,Used,Dealership,44271
522,2010,Lexus,GS350,sport,24938,10697,Used,Individual Seller,64858
523,2009,Volkswagen,Passat,luxury,100951,15579,Used,Dealership,19225
524,2007,GMC,Yukon,base,79237,18885,Used,Dealership,67213
525,1995,Mazda,CX-90,N/A,81894,8457,Used,Dealership,98354
526,2022,Nissan,Pathfinder,base,6,35664,New,Dealership,51883
527,2018,Audi,A3,base,28643,10416,Certified,Dealership,17436
528,2019,Chevrolet,Malibu,base,30253,13282,Certified,Dealership,10983
529,1995,BMW,5 Series,N/A,105929,19443,Used,Dealership,20196
530,2020,Nissan,Maxima,base,26736,14246,Certified,Dealership,11673
531,2003,Volkswagen,Tiguan,N/A,96072,16807,Used,Individual Seller,89358
532,2008,Chrysler,Town & Country,sport,55838,31192,Used,Dealership,88607
533,1999,Hyundai,Elantra,N/A,63876,22825,Used,Individual Seller,49592
534,2019,Mercedes,E-Class,base,27734,22057,Certified,Dealership,53713
535,1996,BMW,X3,N/A,99014,12109,Used,Dealership,87606
536,2020,Mercedes,E-Class,base,33171,16620,Certified,Dealership,42496
537,2019,Jeep,Grand Cherokee,base,15132,16773,Certified,Dealership,31689
538,2013,Nissan,Rogue,luxury,112064,13513,Used,Dealership,55527
539,2018,Mazda,CX-5,luxury,25715,10015,Certified,Dealership,78842
540,2001,BMW,5 Series,N/A,56271,26516,Used,Dealership,77078
541,1995,Mazda,3,N/A,79930,11090,Used,Individual Seller,72731
542,2008,GMC,Sierra,luxury,127239,16042,Used,Dealership,79411
543,2015,Volkswagen,Golf,base,28320,31973,Used,Individual Seller,19958
544,2023,Volvo,XC90,base,28,36439,New,Dealership,36785
545,1998,Honda,Pilot,N/A,49698,21737,Used,Individual Seller,78824
546,2010,Subaru,Forester,base,27535,16433,Used,Individual Seller,93501
547,2015,Honda,CR-V,base,20047,11825,Used,Individual Seller,89183
548,1999,Kia,Rio,N/A,54432,21180,Used,Dealership,24492
549,2016,Subaru,Outback,base,85083,8317,Used,Individual Seller,24968
550,1998,BMW,5 Series,N/A,114492,12646,Used,Individual Seller,76152
551,2013,Chevrolet,Impala,base,137367,9733,Used,Individual Seller,24919
552,2007,Ford,Taurus,base,81166,9056,Used,Dealership,35859
553,2020,Mazda,3,base,23091,10865,Certified,Dealership,44052
554,2015,Volkswagen,Passat,base,43615,26518,Used,Dealership,98559
555,2017,Lincoln,Navigator,base,121887,8546,Used,Individual Seller,99981
556,2023,Hyundai,Santa Fe,base,13,46195,New,Dealership,92000
557,2008,Dodge,Ram 1500,sport,72313,16213,Used,Individual Seller,82026
558,1999,Lexus,RX,N/A,17434,21711,Used,Individual Seller,69399
559,2022,Volvo,S70,luxury,66,30994,New,Dealership,10414
560,2015,Audi,A3,base,102324,10250,Used,Dealership,72165
561,2004,Audi,A4,N/A,111610,12461,Used,Dealership,83735
562,2021,Acura,Integra,base,19340,30009,Certified,Dealership,35055
563,2012,GMC,Yukon,sport,109315,12045,Used,Individual Seller,29325
564,2008,Ford,Mustang,base,73880,24727,Used,Dealership,84976
565,2021,Subaru,WRX,base,23832,22725,Certified,Dealership,46254
566,2023,Toyota,Prius,base,49,25811,New,Dealership,97728
567,2005,Audi,Q5,N/A,72221,12828,Used,Dealership,96173
568,2023,Acura,TL,sport,64,42942,New,Dealership,81740
569,2013,Lexus,GS,sport,145768,5925,Used,Individual Seller,94954
570,1998,Dodge,Grand Caravan,N/A,63311,11087,Used,Individual Seller,34239
571,2011,Jeep,Wrangler,base,28492,34617,Used,Individual Seller,52238
572,2003,Chrysler,Town & Country,N/A,144113,19074,Used,Dealership,29344
573,1999,Nissan,Frontier,N/A,45307,30411,Used,Dealership,39801
574,2001,Subaru,Outback,N/A,134575,13266,Used,Individual Seller,82958
575,2007,Audi,Q5,luxury,78761,17337,Used,Individual Seller,94593
576,2006,Ford,F-150,sport,43796,13461,Used,Dealership,16667
577,2001,Subaru,Forester,N/A,51161,17462,Used,Dealership,70287
578,1995,Lincoln,Navigator,N/A,128593,6595,Used,Dealership,50968
579,2004,Mazda,MX5,N/A,59917,11841,Used,Dealership,85476
580,2009,Buick,Regal,luxury,15730,25456,Used,Dealership,72359
581,1996,Chrysler,300,N/A,140247,10739,Used,Individual Seller,51249
582,2013,Volvo,S60,base,116185,12300,Used,Dealership,70899
583,2010,Kia,Forte,base,89637,6412,Used,Dealership,52774
584,1998,GMC,Sierra,N/A,64545,11203,Used,Individual Seller,73763
585,2018,Hyundai,Elantra,sport,8052,31978,Certified,Dealership,17879
586,2008,Subaru,Forester,base,66515,15274,Used,Dealership,79866
587,1997,Volkswagen,Passat,N/A,104352,10599,Used,Dealership,98590
588,2004,Volkswagen,Golf,N/A,138300,17176,Used,Individual Seller,19991
589,2004,Toyota,Camry,N/A,37983,19177,Used,Individual Seller,85315
590,1999,Ford,Ranger,N/A,88229,19918,Used,Dealership,40131
591,1996,Acura,Integra,N/A,146263,17387,Used,Individual Seller,67776
592,2007,Chrysler,Town & Country,sport,80293,9763,Used,Individual Seller,31594
593,2002,BMW,X5,N/A,139163,6034,Used,Individual Seller,31954
594,2011,Hyundai,Sonata,base,19393,34457,Used,Dealership,38390
595,2021,Hyundai,Santa Fe,sport,28228,21142,Certified,Dealership,27619
596,2000,Subaru,Forester,N/A,21686,24010,Used,Individual Seller,63538
597,2008,Mercedes,E-Class,sport,121116,5038,Used,Dealership,85044
598,2017,Acura,TL,sport,52974,12471,Used,Individual Seller,76769
599,2006,Lexus,RX,sport,40337,21582,Used,Individual Seller,68858
600,2021,Audi,A4,sport,18371,23363,Certified,Dealership,81457
601,2023,Nissan,Altima,base,36,46066,New,Dealership,60786
602,2019,Toyota,4Runner,sport,13708,29031,Certified,Dealership,97340
603,2023,Hyundai,Elantra,base,35,46189,New,Dealership,50088
604,2012,Dodge,Durango,sport,94027,13780,Used,Individual Seller,99278
605,2006,Ford,Mustang,sport,70498,16399,Used,Individual Seller,99582
606,2020,Ford,Ranger,base,33050,20922,Certified,Dealership,28607
607,2018,Volkswagen,Golf,base,11859,27194,Certified,Dealership,37151
608,1998,Lexus,ES,N/A,85791,10207,Used,Dealership,66953
609,2004,Mazda,CX-50,N/A,142883,8222,Used,Individual Seller,44712
610,2009,Buick,LaCrosse,sport,54783,22773,Used,Individual Seller,62944
611,2004,Volkswagen,Atlas,N/A,72095,27147,Used,Dealership,54170
612,1996,Hyundai,Santa Fe,N/A,28445,27279,Used,Individual Seller,87894
613,2004,Chevrolet,Malibu,N/A,107346,18514,Used,Dealership,56944
614,2013,Mazda,CX-90,base,20815,15774,Used,Individual Seller,99964
615,2005,Ford,Focus,N/A,135517,12334,Used,Individual Seller,33071
616,2018,GMC,Yukon,sport,26646,17962,Certified,Dealership,95842
617,2001,Kia,Sportage,N/A,52095,20608,Used,Individual Seller,53318
618,2017,Chrysler,300,base,101457,18126,Used,Dealership,70075
619,2019,Chrysler,300,base,21378,17077,Certified,Dealership,86576
620,2017,Toyota,Highlander,base,32659,16992,Used,Individual Seller,78572
621,2009,Mercedes,S-Class,sport,52459,26001,Used,Individual Seller,31754
622,2018,Hyundai,Elantra,base,29771,13602,Certified,Dealership,12904
623,2017,GMC,Yukon,base,124391,17591,Used,Dealership,39871
624,2008,Volkswagen,Golf,base,25829,22465,Used,Individual Seller,16692
625,2015,Acura,Integra,base,10931,10071,Used,Dealership,73740
626,2018,Volvo,S60,sport,5652,31552,Certified,Dealership,97242
627,2022,Mercedes,S-Class,sport,93,44044,New,Dealership,17580
628,1997,Mercedes,GLE,N/A,89454,7931,Used,Individual Seller,85054
629,2007,Volkswagen,Atlas,base,129924,7489,Used,Dealership,55342
630,2015,Hyundai,Sonata,base,108531,18350,Used,Dealership,95611
631,2022,Mercedes,GLE,sport,72,23138,New,Dealership,41564
632,2002,Honda,CR-V,N/A,141283,19299,Used,Dealership,18604
633,1998,GMC,Yukon,N/A,123003,8304,Used,Individual Seller,66004
634,2010,Kia,Rio,base,81193,15546,Used,Dealership,67391
635,2022,GMC,Envoy,sport,91,45994,New,Dealership,69827
636,1997,Buick,LaCrosse,N/A,25982,34754,Used,Dealership,80575
637,2019,Mercedes,E-Class,sport,32085,14243,Certified,Dealership,75960
638,2017,Chevrolet,Tahoe,base,90705,19218,Used,Dealership,97255
639,2022,Jeep,Grand Cherokee,base,80,34972,New,Dealership,99958
640,2023,Mercedes,GLE,sport,99,47058,New,Dealership,66255
641,2016,Dodge,Charger,luxury,144869,11674,Used,Individual Seller,55286
642,2012,Nissan,Rogue,base,14333,30510,Used,Dealership,19612
643,2016,Chrysler,Town & Country,luxury,108809,11115,Used,Individual Seller,32368
644,2019,Mercedes,C-Class,sport,29505,17409,Certified,Dealership,49950
645,1998,Lincoln,Navigator,N/A,58643,34265,Used,Dealership,27904
646,2000,GMC,Sierra,N/A,97313,13480,Used,Individual Seller,45058
647,1997,Honda,Accord,N/A,94065,17283,Used,Dealership,74905
648,2013,GMC,Envoy,sport,60382,24512,Used,Individual Seller,44043
649,2016,Volvo,XC90,base,107158,15681,Used,Dealership,52991
650,2004,Dodge,Durango,N/A,124224,17335,Used,Dealership,35785
651,2022,Mercedes,GLE,sport,25,29066,New,Dealership,59592
652,2013,Audi,A6,sport,12791,20121,Used,Individual Seller,86807
653,2009,Lexus,ES300,base,37980,9018,Used,Individual Seller,28257
654,2017,Buick,LaCrosse,luxury,134692,13126,Used,Individual Seller,54056
655,2004,Mercedes,GLE,N/A,65837,27029,Used,Individual Seller,63106
656,2001,Mercedes,GLE,N/A,91263,17772,Used,Dealership,76389
657,1995,Acura,Integra,N/A,130335,10154,Used,Individual Seller,45199
658,2020,Jeep,Grand Cherokee,base,33704,16390,Certified,Dealership,14029
659,2006,Lincoln,Navigator,base,134589,13408,Used,Individual Seller,99989
660,2015,Lexus,ES,luxury,135089,19722,Used,Dealership,40253
661,2022,Acura,TL,base,21,36507,New,Dealership,35707
662,2006,Subaru,WRX,base,57243,22109,Used,Individual Seller,26446
663,2004,Toyota,Avalon,N/A,38318,19317,Used,Dealership,60786
664,2015,Volkswagen,Passat,base,83689,9632,Used,Individual Seller,70440
665,2002,Lexus,ES300,N/A,77589,6094,Used,Individual Seller,86259
666,2012,Audi,Q5,sport,41278,21599,Used,Individual Seller,99139
667,2020,Subaru,Outback,base,29338,13010,Certified,Dealership,15627
668,2020,Buick,Regal,sport,10209,25411,Certified,Dealership,42305
669,2014,Buick,Regal,sport,19976,15571,Used,Dealership,38765
670,2001,Acura,Integra,N/A,111259,8841,Used,Individual Seller,88277
671,2019,Audi,Q7,base,23039,24393,Certified,Dealership,80460
672,2010,Kia,Forte,base,21032,21624,Used,Individual Seller,69462
673,2000,Subaru,WRX,N/A,129862,10495,Used,Individual Seller,38398
674,2020,Volkswagen,Atlas,sport,20239,23862,Certified,Dealership,18034
675,2004,Acura,Integra,N/A,88630,10779,Used,Individual Seller,30742
676,2001,Buick,LaCrosse,N/A,21700,18650,Used,Dealership,76466
677,2013,Toyota,Corolla,sport,124723,14857,Used,Individual Seller,33876
678,2003,Ford,Mustang,N/A,82818,15086,Used,Dealership,64388
679,2008,Lincoln,Navigator,luxury,47294,19206,Used,Individual Seller,56204
680,2017,Jeep,Wrangler,sport,117514,16045,Used,Dealership,82546
681,2008,Chrysler,Town & Country,base,11199,12883,Used,Dealership,92378
682,1998,Acura,Integra,N/A,116281,5626,Used,Dealership,50884
683,2001,Chrysler,300,N/A,102381,5126,Used,Dealership,96193
684,2000,GMC,Sierra,N/A,126023,5282,Used,Dealership,23128
685,2006,Honda,CR-V,luxury,132010,19121,Used,Dealership,54471
686,2014,Ford,Taurus,base,68344,10099,Used,Dealership,43495
687,2001,Lexus,GS350,N/A,93061,19230,Used,Dealership,90302
688,2017,Subaru,Forester,sport,38449,22489,Used,Individual Seller,78561
689,2022,Toyota,Avalon,luxury,10,24660,New,Dealership,53713
690,2016,Chrysler,Town & Country,base,148196,17524,Used,Dealership,99582
691,2008,BMW,5 Series,sport,48293,26635,Used,Individual Seller,80457
692,2023,Kia,Sportage,sport,63,46031,New,Dealership,54908
693,2019,Nissan,Pathfinder,sport,15780,27160,Certified,Dealership,78006
694,2003,Chrysler,Town & Country,N/A,44381,27400,Used,Dealership,69173
